;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1981; 9 851,3; 4 746,8; 5 104,5; 1 938 808; 100 178; 1 574 568; 946 291; 322 431; 305 846; 176 084;-; 4 224; 83 754; 3,2; 112; 79; 33;x;x; 607;x; 232;x; 185;x;x;x; 9 968;x; 1 653;x; 301;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1982; 9 911,8; 4 777,1; 5 134,7; 1 958 285; 112 412; 1 583 910; 937 638; 354 541; 291 731; 170 428;-; 4 746; 86 789; 3,3; 130; 95; 35;x;x; 617;x; 236;x; 186;x;x;x; 10 594;x; 1 680;x; 310;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1983; 9 957,9; 4 800,6; 5 157,3; 2 014 535; 114 640; 1 617 450; 931 514; 374 210; 311 726; 187 758;-; 5 377; 89 310; 3,2; 177; 126; 51;x;x; 655;x; 238;x; 187;x;x;x; 10 501;x; 1 675;x; 312;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1984; 9 996,2; 4 820,2; 5 176,0; 2 026 280; 117 859; 1 615 312; 923 079; 371 580; 320 653; 191 220;-; 6 756; 95 133; 3,1; 214; 145; 69;x;x; 653;x; 243;x; 186;x;x;x; 10 515;x; 1 700;x; 497;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1985; 10 023,6; 4 834,0; 5 189,7; 2 068 627; 116 325; 1 636 458; 899 311; 381 766; 355 381; 206 149;-; 7 550; 102 145; 3,1; 207; 151; 56;x;x; 668;x; 234;x; 186;x;x;x; 10 448;x; 1 684;x; 497;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1986; 10 032,7; 4 838,5; 5 194,3; 2 103 398; 128 089; 1 639 405; 874 262; 388 994; 376 149; 221 951;-; 7 737; 106 216; 3,3; 216; 146; 70;x;x; 667;x; 233;x; 186;x;x;x; 10 466;x; 1 658;x; 497;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987; 10 030,0; 4 837,1; 5 192,9; 2 111 013; 137 869; 1 606 932; 839 229; 395 064; 372 639; 243 028;-; 6 056; 117 128; 3,4; 274; 179; 95;x;x; 568;x; 267;x; 196;x;x;x; 10 165;x; 1 598;x; 556;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1988; 10 019,6; 4 831,8; 5 187,8; 2 135 474; 148 348; 1 583 661; 791 418; 394 536; 397 707; 276 405;-; 3 553; 123 507; 3,6; 275; 175; 100;x;x; 639;x; 256;x; 214;x;x;x; 10 140;x; 1 448;x; 697;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1989; 10 005,0; 4 824,1; 5 180,9; 2 123 589; 155 857; 1 555 573; 753 649; 372 450; 429 474; 276 222;-;//; 135 937; 3,7; 341; 217; 124;x;x; 746;x; 329;x; 205;x;x;x; 10 099;x; 1 500;x; 733;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1990; 9 983,2; 4 812,9; 5 170,3; 2 160 180; 161 629; 1 531 114; 715 881; 370 607; 444 626; 309 568;-;//; 157 869; 3,7; 337; 210; 127;x;x; 685;x; 253;x; 200;x;x;x; 10 038;x; 1 467;x; 750;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1991; 9 960,2; 4 800,9; 5 159,4; 2 190 499; 171 552; 1 484 256; 669 525; 356 420; 458 311; 347 911;-;//; 186 780; 4,2; 319; 207; 112;x;x; 509;x; 250;x; 198;x;x;x; 9 896;x; 1 436;x; 733;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1992; 9 952,5; 4 795,6; 5 156,9; 2 305 584; 176 822; 1 509 182; 658 305; 354 631; 496 246; 401 263;-;//; 218 317; 4,5; 351; 233; 118;x; 1 990; 778; 841; 274; 567; 238; 329;x; 3 060; 9 839; 2 884; 1 531; 1 353; 850; 503;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1993; 9 964,7; 4 800,5; 5 164,2; 2 282 967; 179 135; 1 441 889; 613 697; 339 244; 488 948; 415 861;-;//; 246 082; 4,5; 493; 320; 173;x; 2 043; 760; 855; 259; 596; 232; 364;x; 3 271; 9 786; 2 922; 1 517; 1 405; 892; 513;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1994; 9 991,5; 4 813,4; 5 178,1; 2 321 404; 183 298; 1 429 824; 586 034; 343 437; 500 353; 438 300;-;//; 269 982; 4,4; 453; 264; 189;x; 2 075; 669; 817; 239; 578; 222; 356;x; 3 313; 9 639; 3 018; 1 519; 1 499; 975; 524;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1995; 10 026,2; 4 830,9; 5 195,2; 2 341 079; 185 088; 1 408 449; 580 483; 321 492; 506 474; 457 194;-;//; 290 348; 4,5; 567; 357; 210;x; 1 820; 590; 740; 205; 535; 189; 346;x; 3 286; 9 495; 2 923; 1 404; 1 519; 996; 523;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1996; 10 063,9; 4 850,2; 5 213,7; 2 321 408; 191 023; 1 339 749; 552 724; 315 209; 471 816; 477 221;-;//; 313 415; 4,7; 607; 376; 231;x; 1 951; 579; 811; 211; 600; 206; 394;x; 3 427; 9 438; 2 976; 1 373; 1 603; 1 067; 536;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997; 10 109,0; 4 873,0; 5 236,0; 2 298 570; 200 490; 1 305 723; 538 122; 304 387; 463 214; 458 232;-;//; 334 125; 4,8; 579; 338; 241;x; 1 915; 561; 731; 219; 512; 219; 293;x; 3 799; 9 277; 2 909; 1 320; 1 589; 1 094; 495;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998; 10 160,2; 4 898,8; 5 261,4; 2 281 911; 215 279; 1 276 376; 535 112; 285 088; 456 176; 442 783;-;//; 347 473; 4,8; 719; 418; 301;x; 2 063; 515; 797; 229; 568; 214; 354;x; 4 000; 9 186; 2 982; 1 316; 1 666; 1 132; 534;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1999; 10 217,8; 4 928,2; 5 289,7; 2 258 043; 220 775; 1 259 473; 538 273; 281 101; 440 099; 421 005;-;//; 356 790; 4,9; 772; 454; 318; 2 609; 2 148; 560; 832; 247; 585; 228; 357; 14 643; 4 197; 9 059; 2 972; 1 281; 1 691; 1 149; 542;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000; 10 289,9; 4 965,3; 5 324,6; 2 260 745; 228 459; 1 240 836; 539 943; 276 529; 424 364; 417 705;-;//; 373 745; 4,8; 859; 479; 380; 2 610; 2 105; 571; 791; 229; 562; 226; 336; 14 774; 4 469; 9 018; 2 890; 1 238; 1 652; 1 125; 527;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001; 10 362,7; 5 002,9; 5 359,8; 2 260 212; 235 610; 1 223 151; 535 580; 271 793; 415 778; 413 748;-;//; 387 703; 5,0; 909; 504; 405; 2 613; 2 170; 569; 792; 229; 563; 232; 331; 14 541; 4 454; 8 847; 2 842; 1 189; 1 653; 1 125; 528;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002; 10 419,6; 5 028,4; 5 391,3; 2 228 352; 241 288; 1 192 931; 520 211; 270 825; 401 895; 397 532;-;//; 396 601; 5,1; 985; 530; 455; 2 640; 2 181; 569; 808; 230; 578; 233; 345; 14 376; 4 549; 8 773; 2 840; 1 170; 1 670; 1 136; 534;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003; 10 458,8; 5 042,3; 5 416,5; 2 208 991; 247 521; 1 174 412; 508 472; 274 169; 391 771; 385 589; 638;//; 400 831; 4,8; 1 028; 555; 473; 2 554; 2 122; 530; 817; 241; 576; 229; 347; 13 775; 4 566; 8 404; 2 816; 1 155; 1 661; 1 128; 533;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2004; 10 483,9; 5 050,5; 5 433,3; 2 198 954; 253 635; 1 166 277; 506 121; 274 123; 386 033; 382 212; 1 767;//; 395 063; 4,7; 1 086; 583; 503; 2 531; 2 099; 515; 822; 243; 579; 236; 343; 13 110; 4 662; 8 160; 2 787; 1 116; 1 671; 1 143; 528;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005; 10 503,3; 5 056,3; 5 447,1; 2 172 853; 259 788; 1 153 057; 504 412; 267 742; 380 903; 376 896; 2 175;//; 380 937; 4,6; 1 199; 613; 586; 2 534; 2 122; 513; 833; 245; 588; 245; 343; 12 313; 4 674; 7 883; 2 609; 899; 1 710; 1 152; 558;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006; 10 522,3; 5 061,6; 5 460,7; 2 124 260; 262 002; 1 145 234; 495 628; 256 252; 393 354; 347 400; 2 312;//; 367 312; 4,4; 1 306; 627; 679; 2 561; 2 142; 523; 867; 247; 620; 275; 345; 12 058; 4 716; 7 711; 2 576; 887; 1 689; 1 163; 526;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007; 10 543,0; 5 067,1; 5 475,9; 2 145 012; 263 887; 1 155 181; 500 823; 255 766; 398 592; 356 711; 2 504;//; 366 729; 4,1; 1 477; 769; 708; 2 587; 2 172; 525; 905; 243; 662; 308; 354; 10 443; 4 684; 6 268; 2 598; 885; 1 713; 1 179; 534;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008; 10 558,2; 5 068,0; 5 490,2; 2 184 871; 266 158; 1 187 184; 498 592; 263 324; 425 268; 349 477; 5 135;//; 376 917; 4,1; 1 534; 756; 778; 2 589; 2 172; 529; 940; 245; 695; 326; 369; 9 767; 4 675; 5 730; 2 633; 902; 1 731; 1 183; 548;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
